film,rating,url
Machete,70,https://kultura.zpravy.idnes.cz/recenze-filmu-machete-0t7-/filmvideo.aspx?c=A101008_230316_hudba_jaz
Habermannův mlýn,60,https://kultura.zpravy.idnes.cz/recenze-filmu-habermannuv-mlyn-dmx-/filmvideo.aspx?c=A101003_013703_filmvideo_ob
Wall Street: Peníze nikdy nespí,60,https://kultura.zpravy.idnes.cz/recenze-wall-street-penize-nikdy-nespi-dyy-/filmvideo.aspx?c=A100928_193130_filmvideo_jaz
Resident Evil: Afterlife,50,https://kultura.zpravy.idnes.cz/recenze-filmu-resident-evil-afterlife-dxk-/filmvideo.aspx?c=A100922_174414_filmvideo_tt
Román pro muže,70,https://kultura.zpravy.idnes.cz/recenze-vieweghuv-roman-pro-muze-je-lepe-natoceny-nez-napsany-p6a-/filmvideo.aspx?c=A100917_153306_filmvideo_jaz
Karate Kid,60,https://kultura.zpravy.idnes.cz/recenze-filmu-karate-kid-080-/filmvideo.aspx?c=A100916_093837_filmvideo_ob
22 výstřelů,60,https://kultura.zpravy.idnes.cz/recenze-22-vystrelu-0ar-/filmvideo.aspx?c=A100909_082429_filmvideo_jaz
Sama v Africe,50,https://kultura.zpravy.idnes.cz/recenze-francouzske-drama-z-afriky-nezachrani-ani-huppertova-pum-/filmvideo.aspx?c=A100826_170447_filmvideo_tt
Čarodějův učeň,60,https://kultura.zpravy.idnes.cz/recenze-carodejuv-ucen-071-/filmvideo.aspx?c=A100818_171129_filmvideo_jaz
Postradatelní,60,https://kultura.zpravy.idnes.cz/recenze-rafinovanejsi-zapletku-nez-postradatelni-maji-i-omalovanky-1gs-/filmvideo.aspx?c=A100817_180953_filmvideo_jaz
Seriózní muž,80,https://kultura.zpravy.idnes.cz/recenze-filmu-seriozni-muz-dfc-/filmvideo.aspx?c=A100816_174352_filmvideo_tt
Dostaň ho tam,60,https://kultura.zpravy.idnes.cz/recenze-dostan-ho-tam-05b-/filmvideo.aspx?c=A100801_205605_filmvideo_tt
Malý velký bojovník,60,https://kultura.zpravy.idnes.cz/recenze-film-maly-velky-bojovnik-d4m-/filmvideo.aspx?c=A100729_182557_filmvideo_tt
"Zatím spolu, zatím živi",70,https://kultura.zpravy.idnes.cz/recenze-zatim-spolu-zatim-zivi-dmu-/filmvideo.aspx?c=A100724_110012_filmvideo_ob
Agora,60,https://kultura.zpravy.idnes.cz/recenze-filmu-agora-04d-/filmvideo.aspx?c=A100721_185731_filmvideo_tt
Twilight sága: Zatmění,40,https://kultura.zpravy.idnes.cz/recenze-filmu-twilight-saga-zatmeni-dby-/filmvideo.aspx?c=A100629_201237_filmvideo_tt
Milénium,70,https://kultura.zpravy.idnes.cz/recenze-muzi-kteri-nenavidi-zeny-d4s-/filmvideo.aspx?c=A100628_191500_filmvideo_tt
Záložní plán,40,https://kultura.zpravy.idnes.cz/recenze-zalozni-plan-at-uz-konecne-porodi-vzdycha-kino-pri-pohledu-na-jennifer-lopezovou-g7r-/filmvideo.aspx?c=A100612_081848_filmvideo_ob
Muž ve stínu,60,https://kultura.zpravy.idnes.cz/recenze-muz-ve-stinu-0rg-/filmvideo.aspx?c=A100609_172221_filmvideo_tt
Zelená zóna,70,https://kultura.zpravy.idnes.cz/recenze-filmu-zelena-zona-0yv-/filmvideo.aspx?c=A100601_201739_filmvideo_jaz
Rozchod,60,https://kultura.zpravy.idnes.cz/recenze-filmu-rozchod-0u6-/filmvideo.aspx?c=A100526_215048_filmvideo_jaz
Princ z Persie: Písky času,70,https://kultura.zpravy.idnes.cz/recenze-princ-z-persie-pisky-casu-dlp-/filmvideo.aspx?c=A100523_033954_filmvideo_ob
Kuky se vrací,80,https://kultura.zpravy.idnes.cz/recenze-na-film-kuky-se-vraci-dig-/filmvideo.aspx?c=A100514_165440_filmvideo_jaz
"Užívej si, co to jde",60,https://kultura.zpravy.idnes.cz/recenze-uzivej-si-co-to-jde-d0t-/filmvideo.aspx?c=A100511_172321_filmvideo_jaz
Kouzelná chůva a Velký třesk,60,https://kultura.zpravy.idnes.cz/recenze-filmu-kouzelna-chuva-a-velky-tresk-f21-/filmvideo.aspx?c=A100505_165438_filmvideo_tt
Kick-Ass,70,https://kultura.zpravy.idnes.cz/recenze-filmu-kick-ass-064-/filmvideo.aspx?c=A100430_225504_filmvideo_ob
Cesta,60,https://kultura.zpravy.idnes.cz/film-recenze-cesta-039-/filmvideo.aspx?c=A100428_205105_filmvideo_jaz
Iron Man 2,60,https://kultura.zpravy.idnes.cz/zazrak-se-neopakuje-iron-man-2-za-jednickou-hodne-pokulhava-pa1-/filmvideo.aspx?c=A100427_174418_filmvideo_tt
Klub osamělých srdcí,70,https://kultura.zpravy.idnes.cz/recenze-film-klub-osamelych-srdci-dlm-/filmvideo.aspx?c=A100422_200943_filmvideo_jaz
Exmanželka za odměnu,50,https://kultura.zpravy.idnes.cz/recenze-filmu-exmanzelka-za-odmenu-dth-/filmvideo.aspx?c=A100421_210538_filmvideo_jaz
Jak vycvičit draka,60,https://kultura.zpravy.idnes.cz/recenze-filmu-jak-vycvicit-draka-doa-/filmvideo.aspx?c=A100331_161118_filmvideo_tt
Přestupný rok,40,https://kultura.zpravy.idnes.cz/recenze-filmu-prestupny-rok-dge-/filmvideo.aspx?c=A100324_181204_filmvideo_tt
Ženy v pokušení,70,https://kultura.zpravy.idnes.cz/konecne-ceska-romanticka-komedie-zeny-v-pokuseni-se-ucily-u-mistru-1d2-/filmvideo.aspx?c=A100315_211705_filmvideo_tt
Alenka v říši divů,60,https://kultura.zpravy.idnes.cz/recenze-alenka-v-risi-divu-09y-/filmvideo.aspx?c=A100301_171347_filmvideo_tt
Doktor od Jezera hrochů,30,https://kultura.zpravy.idnes.cz/recenze-doktor-od-jezera-hrochu-dn0-/filmvideo.aspx?c=A100223_214445_filmvideo_jaz
Prokletý ostrov,70,https://kultura.zpravy.idnes.cz/recenze-filmu-proklety-ostrov-dzl-/filmvideo.aspx?c=A100222_173729_filmvideo_tt
Vlkodlak,50,https://kultura.zpravy.idnes.cz/recenze-filmu-vlkodlak-07z-/filmvideo.aspx?c=A100216_180134_filmvideo_tt
Dešťová víla,50,https://kultura.zpravy.idnes.cz/recenze-pohadky-destova-vila-di5-/filmvideo.aspx?c=A100208_175856_filmvideo_tt
Morganovi,50,https://kultura.zpravy.idnes.cz/recenze-morganovi-03a-/filmvideo.aspx?c=A100203_181328_filmvideo_jaz
Pouta,80,https://kultura.zpravy.idnes.cz/spackuv-film-pouta-vraci-na-scenu-stb-a-80-leta-bez-soudu-i-patosu-psx-/filmvideo.aspx?c=A100201_182149_filmvideo_tt
Lítám v tom,80,https://kultura.zpravy.idnes.cz/recenze-litam-v-tom-0o2-/filmvideo.aspx?c=A100126_190430_filmvideo_jaz
"Nebo, peklo... zem",50,https://kultura.zpravy.idnes.cz/recenze-nebo-peklo-zem-06t-/filmvideo.aspx?c=A100122_173050_filmvideo_tt
Nějak se to komplikuje,60,https://kultura.zpravy.idnes.cz/recenze-nejak-se-to-komplikuje-dex-/filmvideo.aspx?c=A100119_174451_filmvideo_tt
Sherlock Holmes,60,https://kultura.zpravy.idnes.cz/recenze-filmu-sherlock-holmes-dku-/filmvideo.aspx?c=A100111_180235_filmvideo_tt
Kawasakiho růže,50,https://kultura.zpravy.idnes.cz/recenze-kawasakiho-ruze-0wl-/filmvideo.aspx?c=A091218_190125_filmvideo_tt
Stínu neutečeš,50,https://kultura.zpravy.idnes.cz/recenze-stinu-neuteces-0vd-/filmvideo.aspx?c=A091208_200729_filmvideo_jaz
Samec,50,https://kultura.zpravy.idnes.cz/recenze-samec-007-/filmvideo.aspx?c=A091207_092435_filmvideo_ob
Nepolepšitelný,70,https://kultura.zpravy.idnes.cz/recenze-nepolepsitelny-0ss-/filmvideo.aspx?c=A091129_184837_filmvideo_jaz
Twilight sága: Nový měsíc,30,https://kultura.zpravy.idnes.cz/recenze-filmu-twilight-saga-novy-mesic-dyl-/filmvideo.aspx?c=A091125_214840_filmvideo_jaz
3 sezony v pekle,80,https://kultura.zpravy.idnes.cz/recenze-filmu-3-sezony-v-pekle-d2r-/filmvideo.aspx?c=A091125_212836_filmvideo_jaz
Vánoční koleda,60,https://kultura.zpravy.idnes.cz/recenze-filmu-vanocni-koleda-dg9-/filmvideo.aspx?c=A091119_195059_filmvideo_jaz
Zemský ráj to napohled,60,https://kultura.zpravy.idnes.cz/recenze-zemsky-raj-to-napohled-dze-/filmvideo.aspx?c=A091116_192230_filmvideo_jaz
Zoufalci,60,https://kultura.zpravy.idnes.cz/recenze-tricatnicka-komedie-zoufalci-slibila-vtip-hleda-vsak-lecbu-1d4-/filmvideo.aspx?c=A091111_001711_filmvideo_jaz
Divnovlásky,60,https://kultura.zpravy.idnes.cz/recenze-filmu-divnovlasky-d0g-/filmvideo.aspx?c=A091108_173354_filmvideo_jaz
2012,50,https://kultura.zpravy.idnes.cz/recenze-2012-emmerich-0o3-/filmvideo.aspx?c=A091106_190407_filmvideo_ob
Můj život v ruinách,50,https://kultura.zpravy.idnes.cz/recenze-filmu-muj-zivot-v-ruinach-dln-/filmvideo.aspx?c=A091104_181441_filmvideo_tt
"Chceš mě, chci tě",50,https://kultura.zpravy.idnes.cz/recenze-filmu-chces-me-chci-te-dj8-/filmvideo.aspx?c=A091012_171755_filmvideo_jaz
Bratři Bloomovi,50,https://kultura.zpravy.idnes.cz/recenze-bratri-bloomovi-0w5-/filmvideo.aspx?c=A091009_224025_filmvideo_ob
Náhradníci,50,https://kultura.zpravy.idnes.cz/recenze-filmu-nahradnici-0xo-/filmvideo.aspx?c=A091007_193842_filmvideo_ob
Julie a Julia,60,https://kultura.zpravy.idnes.cz/recenze-filmu-julie-a-julia-ddo-/filmvideo.aspx?c=A090929_192225_filmvideo_jaz
Ulovit miliardáře,30,https://kultura.zpravy.idnes.cz/recenze-ulovit-miliardare-dca-/filmvideo.aspx?c=A090929_080544_filmvideo_jaz
V hlavní roli já,60,https://kultura.zpravy.idnes.cz/recenze-film-bejvalek-se-nezbavis-v-hlavni-roli-ja-fvc-/filmvideo.aspx?c=A090923_183731_filmvideo_tt
Protektor,60,https://kultura.zpravy.idnes.cz/recenze-protektor-0np-/filmvideo.aspx?c=A090922_132115_filmvideo_tt
Jánošík - Pravdivá historie,60,https://kultura.zpravy.idnes.cz/recenze-filmu-janosik-pravdiva-historie-ff0-/filmvideo.aspx?c=A090908_084949_filmvideo_ob
Únos vlaku 1 2 3,50,https://kultura.zpravy.idnes.cz/recenze-filmu-unos-1-2-3-0ud-/filmvideo.aspx?c=A090828_161643_filmvideo_tt
Zažít Woodstock,70,https://kultura.zpravy.idnes.cz/recenze-zazit-woodstock-085-/filmvideo.aspx?c=A090826_181339_filmvideo_ob
Návrh,60,https://kultura.zpravy.idnes.cz/recenze-filmu-navrh-04t-/filmvideo.aspx?c=A090825_182326_filmvideo_ob
Hanebný pancharti,70,https://kultura.zpravy.idnes.cz/recenze-hanebny-pancharti-095-/filmvideo.aspx?c=A090821_181332_filmvideo_jaz
G. I. Joe,30,https://kultura.zpravy.idnes.cz/recenze-filmu-g-i-joe-0lu-/filmvideo.aspx?c=A090811_232205_filmvideo_jaz
Piráti na vlnách,80,https://kultura.zpravy.idnes.cz/recenze-pirati-na-vlnach-08j-/filmvideo.aspx?c=A090724_231536_filmvideo_jaz
Vdaná snoubenka,50,https://kultura.zpravy.idnes.cz/recenze-filmu-vdana-snoubenka-dk1-/filmvideo.aspx?c=A090723_180717_filmvideo_tt
Operace Dunaj,30,https://kultura.zpravy.idnes.cz/recenze-operace-dunaj-0tu-/filmvideo.aspx?c=A090722_173728_filmvideo_ob
Harry Potter a Princ dvojí krve,70,https://kultura.zpravy.idnes.cz/recenze-harry-potter-a-princ-dvoji-krce-d9s-/filmvideo.aspx?c=A090714_214713_filmvideo_jaz
Nedodržený slib,60,https://kultura.zpravy.idnes.cz/recenze-nedodrzeny-slib-0wt-/filmvideo.aspx?c=A090604_192355_filmvideo_jaz
Terminator Salvation,60,https://kultura.zpravy.idnes.cz/recenze-terminator-salvation-dk0-/filmvideo.aspx?c=A090530_131124_filmvideo_tt
Holka z města,50,https://kultura.zpravy.idnes.cz/recenze-filmu-holka-z-mesta-df0-/filmvideo.aspx?c=A090526_110141_filmvideo_jaz
Noc v muzeu 2,60,https://kultura.zpravy.idnes.cz/recenze-noc-v-muzeu-2-0le-/filmvideo.aspx?c=A090518_220152_filmvideo_jaz
Andělé a démoni,60,https://kultura.zpravy.idnes.cz/recenze-andele-a-demoni-07k-/filmvideo.aspx?c=A090509_140636_filter_jaz
X-Men Origins: Wolverine,60,https://kultura.zpravy.idnes.cz/recenze-x-men-origins-wolverine-a-promeny-nudi-za-tytez-penize-p7w-/filmvideo.aspx?c=A090428_183211_filmvideo_ob
Předčítač,70,https://kultura.zpravy.idnes.cz/recenze-filmu-predcitac-0s7-/filmvideo.aspx?c=A090417_194351_filmvideo_ob
Gran Torino,80,https://kultura.zpravy.idnes.cz/recenze-filmu-gran-torino-09p-/filmvideo.aspx?c=A090412_165335_filmvideo_jaz
Baader Meinhof Komplex,70,https://kultura.zpravy.idnes.cz/recenze-filmu-baader-meinhof-komplex-dv8-/filmvideo.aspx?c=A090408_193943_filmvideo_jaz
Monstra vs. Vetřelci,60,https://kultura.zpravy.idnes.cz/recenze-monstra-vs-vetrelci-d1t-/filmvideo.aspx?c=A090330_181717_filmvideo_jaz
Normal,50,https://kultura.zpravy.idnes.cz/recenze-filmu-normal-0rr-/filmvideo.aspx?c=A090325_202235_filmvideo_jaz
Až tak moc tě nežere,60,https://kultura.zpravy.idnes.cz/recenze-filmu-az-tak-moc-te-nezere-dla-/filmvideo.aspx?c=A090317_083546_filmvideo_ob
Comeback,70,https://kultura.zpravy.idnes.cz/recenze-sitcomu-comeback-0xv-/filmvideo.aspx?c=A090303_191115_serialy_ob
Vévodkyně,60,https://kultura.zpravy.idnes.cz/recenze-vevodkyne-keira-knightley-pekne-nosi-oscarove-kostymy-psp-/filmvideo.aspx?c=A090226_194407_filmvideo_tt
Milionář z chatrče,80,https://kultura.zpravy.idnes.cz/recenze-milionar-z-chatrce-d0e-/filmvideo.aspx?c=A090220_175418_filmvideo_jaz
Bolt: Pes pro každý případ,60,https://kultura.zpravy.idnes.cz/recenze-film-bolt-pes-pro-kazdy-spirit-mesto-ember-fsx-/filmvideo.aspx?c=A090219_192356_filmvideo_jaz
Duel Frost - Nixon,80,https://kultura.zpravy.idnes.cz/recenze-filmu-duel-frost-nixon-dzw-/filmvideo.aspx?c=A090218_195843_filmvideo_jaz
Líbáš jako Bůh,50,https://kultura.zpravy.idnes.cz/recenze-libas-jako-buh-0u8-/filmvideo.aspx?c=A090212_104047_filmvideo_jaz
Valkýra,70,https://kultura.zpravy.idnes.cz/recenze-valkyra-tom-cruise-ddm-/filmvideo.aspx?c=A090207_125316_filmvideo_jaz
Podivuhodný případ Benjamina Buttona,80,https://kultura.zpravy.idnes.cz/recenze-podivuhodny-pripad-benjamina-buttona-fol-/filmvideo.aspx?c=A090128_173030_filmvideo_jaz
Peklo s princeznou,60,https://kultura.zpravy.idnes.cz/recenze-peklo-s-princeznou-ddq-/filmvideo.aspx?c=A090127_185622_filmvideo_jaz
Nouzový východ,80,https://kultura.zpravy.idnes.cz/recenze-filmu-nouzovy-vychod-d2a-/filmvideo.aspx?c=A090123_175952_filmvideo_jaz
Deník nymfomanky,50,https://kultura.zpravy.idnes.cz/film-denik-nymfomanky-0uq-/filmvideo.aspx?c=A090115_223513_filmvideo_jaz
Po přečtení spalte,70,https://kultura.zpravy.idnes.cz/recenze-filmu-po-precteni-spalte-d4p-/filmvideo.aspx?c=A090109_204550_filmvideo_jaz
Výměna,70,https://kultura.zpravy.idnes.cz/recenze-filmu-vymena-0rv-/filmvideo.aspx?c=A090107_193402_filmvideo_jaz
Kouzla králů,60,https://kultura.zpravy.idnes.cz/recenze-pohadek-kouzla-kralu-o-bile-pani-nebe-a-vincek-kaja-a-zabi-pwb-/filmvideo.aspx?c=A081228_192001_filmvideo_jaz
Austrálie,70,https://kultura.zpravy.idnes.cz/recenze-na-film-australie-0y2-/filmvideo.aspx?c=A081221_233206_filmvideo_jaz
Sněženky a machři po 25 letech,50,https://kultura.zpravy.idnes.cz/recenze-snezenky-a-machri-po-25-letech-dvw-/filmvideo.aspx?c=A081217_173239_filmvideo_kot
Čtvery Vánoce,50,https://kultura.zpravy.idnes.cz/recenze-filmu-ctvery-vanoce-d1d-/filmvideo.aspx?c=A081215_181646_filmvideo_kot
"Den, kdy se zastavila Země",60,https://kultura.zpravy.idnes.cz/recenze-den-kdy-se-zastavila-zeme-dq1-/filmvideo.aspx?c=A081209_185539_filmvideo_kot
Sestra,50,https://kultura.zpravy.idnes.cz/recenze-sestra-filip-topol-ddz-/filmvideo.aspx?c=A081208_181440_filmvideo_kot
Hlídač č. 47,70,https://kultura.zpravy.idnes.cz/recenze-hlidac-c-47-jak-renc-a-roden-svym-hlidacem-porazili-televizi-1cw-/filmvideo.aspx?c=A081125_171900_filmvideo_kot
Labyrint lží,60,https://kultura.zpravy.idnes.cz/recenze-filmu-labyrint-lzi-dd2-/filmvideo.aspx?c=A081123_104719_filmvideo_jaz
"Vy nám taky, šéfe!",40,https://kultura.zpravy.idnes.cz/recenze-vy-nam-taky-sefe-0wz-/filmvideo.aspx?c=A081114_170955_filmvideo_kot
Madagaskar 2: Útěk do Afriky,70,https://kultura.zpravy.idnes.cz/recenze-madagaskar-2-utek-do-afriky-d54-/filmvideo.aspx?c=A081111_170744_filmvideo_kot
Hop nebo trop II,70,https://kultura.zpravy.idnes.cz/recenze-hop-nebo-trop-ii-0wi-/filmvideo.aspx?c=A081110_093414_serialy_jaz
Anglické jahody,70,https://kultura.zpravy.idnes.cz/recenze-anglicke-jahody-0sz-/filmvideo.aspx?c=A081108_133308_filmvideo_jaz
Ženy,50,https://kultura.zpravy.idnes.cz/recenze-filmu-zeny-0ag-/filmvideo.aspx?c=A081105_215611_filmvideo_jaz
Quantum of Solace,60,https://kultura.zpravy.idnes.cz/recenze-quantum-of-solace-0y8-/filmvideo.aspx?c=A081031_181833_filmvideo_kot
Králova přízeň,60,https://kultura.zpravy.idnes.cz/film-kralova-prizen-recenze-dpx-/filmvideo.aspx?c=A081028_205807_filmvideo_jaz
Zakázané království,60,https://kultura.zpravy.idnes.cz/recenze-filmu-zakazane-kralovstvi-nadine-f18-/filmvideo.aspx?c=A081026_185815_filmvideo_kot
Noci v Rodanthe,50,https://kultura.zpravy.idnes.cz/recenze-filmu-noci-v-rodanthe-djw-/filmvideo.aspx?c=A081024_173615_filmvideo_kot
Vicky Cristina Barcelona,70,https://kultura.zpravy.idnes.cz/recenze-filmu-vicky-cristina-barcelona-d9j-/filmvideo.aspx?c=A081022_174907_filmvideo_jaz
Nestyda,60,https://kultura.zpravy.idnes.cz/recenze-nestyda-0j3-/filmvideo.aspx?c=A081003_170713_filmvideo_kot
Oko dravce,60,https://kultura.zpravy.idnes.cz/recenze-oko-dravce-0n1-/filmvideo.aspx?c=A081002_184827_filmvideo_kot
Děti noci,70,https://kultura.zpravy.idnes.cz/recenze-deti-noci-0zd-/filmvideo.aspx?c=A080920_1051337_filmvideo_kot
Katyň,70,https://kultura.zpravy.idnes.cz/recenze-katyn-0dr-/filmvideo.aspx?c=A080917_210556_filmvideo_jaz
Tobruk,70,https://kultura.zpravy.idnes.cz/recenze-tobruk-spacilova-0hu-/filmvideo.aspx?c=A080909_1043044_filmvideo_kot
Hellboy 2: Zlatá armáda,70,https://kultura.zpravy.idnes.cz/recenze-hellboy-0j1-/filmvideo.aspx?c=A080901_195945_filmvideo_jaz
Zohan: Krycí jméno Kadeřník,30,https://kultura.zpravy.idnes.cz/recenze-filmu-zohan-kryci-jmeno-kadernik-ff8-/filmvideo.aspx?c=A080827_171111_filmvideo_kot
Holka Ferrari Dino,60,https://kultura.zpravy.idnes.cz/recenze-filmu-holka-ferrari-dino-dok-/filmvideo.aspx?c=A080821_203811_filmvideo_jaz
Rudý baron,50,https://kultura.zpravy.idnes.cz/recenze-filmu-rudy-baron-0xf-/filmvideo.aspx?c=A080820_102857_filmvideo_jaz
Máj,50,https://kultura.zpravy.idnes.cz/recenze-filmu-maj-0zj-/filmvideo.aspx?c=A080817_121155_filmvideo_jaz
Konečně spolu,60,https://kultura.zpravy.idnes.cz/recenze-konecne-spolu-0u6-/filmvideo.aspx?c=A080808_191120_filmvideo_jaz
Temný rytíř,80,https://kultura.zpravy.idnes.cz/recenze-film-temny-rytir-0x8-/filmvideo.aspx?c=A080805_180935_filmvideo_jaz
Mamma Mia!,60,https://kultura.zpravy.idnes.cz/recenze-mamma-mia-0et-/filmvideo.aspx?c=A080801_163213_filmvideo_kot
Mumie: Hrob Dračího císaře,50,https://kultura.zpravy.idnes.cz/recenze-hrob-draciho-cisare-mumie-v-cine-pohrbila-posledni-zbytky-sveho-stylu-1hp-/filmvideo.aspx?c=A080729_164658_filmvideo_kot
Bathory,70,https://kultura.zpravy.idnes.cz/recenze-filmu-bathory-0u6-/filmvideo.aspx?c=A080709_035155_filmvideo_jaz
Dostaňte agenta Smarta,50,https://kultura.zpravy.idnes.cz/recenze-filmu-dostante-agenta-smarta-dsa-/filmvideo.aspx?c=A080705_154452_filmvideo_jaz
Kung-fu panda,70,https://kultura.zpravy.idnes.cz/recenze-kung-fu-panda-vtipny-kresleny-kill-bill-bez-krve-p2s-/filmvideo.aspx?c=A080701_183327_filmvideo_kot
Hancock,60,https://kultura.zpravy.idnes.cz/recenze-hancock-0io-/filmvideo.aspx?c=A080630_172016_filmvideo_jaz
Wanted,60,https://kultura.zpravy.idnes.cz/recenze-filmu-wanted-angelina-jolie-d67-/filmvideo.aspx?c=A080624_192705_filmvideo_jaz
Letopisy Narnie: Princ Kaspian,50,https://kultura.zpravy.idnes.cz/recenze-filmu-letopisy-narnie-princ-kaspian-fmz-/filmvideo.aspx?c=A080617_172940_filmvideo_kot
Stalo se,50,https://kultura.zpravy.idnes.cz/recenze-filmu-stalo-se-0bc-/filmvideo.aspx?c=A080610_163725_filmvideo_kot
Penelope,60,https://kultura.zpravy.idnes.cz/recenze-penelope-0ed-/filmvideo.aspx?c=A080602_190218_filmvideo_kot
Smrt on-line,60,https://kultura.zpravy.idnes.cz/recenze-filmu-oko-bere-a-smrt-on-line-d7u-/filmvideo.aspx?c=A080601_184342_filmvideo_kot
František je děvkař,50,https://kultura.zpravy.idnes.cz/recenze-frantisek-je-devkar-dpf-/filmvideo.aspx?c=A080531_983722_filmvideo_kot
Smutek paní Šnajderové,50,https://kultura.zpravy.idnes.cz/recenze-smutek-pani-snajderove-dmw-/filmvideo.aspx?c=A080524_113019_filmvideo_jaz
Indiana Jones a království křišťálové lebky,80,https://kultura.zpravy.idnes.cz/recenze-na-film-indiana-jones-a-kralovstvi-kristalove-lebky-pqa-/filmvideo.aspx?c=A080520_190845_filmvideo_kot
U mě dobrý,70,https://kultura.zpravy.idnes.cz/recenze-u-me-dobry-0m9-/filmvideo.aspx?c=A080510_969945_filmvideo_kot
Iron Man,70,https://kultura.zpravy.idnes.cz/recenze-iron-man-vitezi-take-vtipem-d68-/filmvideo.aspx?c=A080429_180704_filmvideo_ob
Mongol,70,https://kultura.zpravy.idnes.cz/recenze-filmu-mongol-0ru-/filmvideo.aspx?c=A080411_204240_filmvideo_jaz
Taková normální rodinka,40,https://kultura.zpravy.idnes.cz/recenze-filmu-takova-normalni-rodinka-dxu-/filmvideo.aspx?c=A080411_211630_filmvideo_jaz
Horton,60,https://kultura.zpravy.idnes.cz/recenze-horton-01v-/filmvideo.aspx?c=A080409_201055_filmvideo_jaz
Úhel pohledu,70,https://kultura.zpravy.idnes.cz/recenze-uhel-pohledu-0r3-/filmvideo.aspx?c=A080405_948409_filmvideo_kot
Než si pro nás přijde,70,https://kultura.zpravy.idnes.cz/recenze-nez-si-pro-nas-prijde-diu-/filmvideo.aspx?c=A080329_943658_filmvideo_kot
Bobule,60,https://kultura.zpravy.idnes.cz/recenze-bobule-0p8-/filmvideo.aspx?c=A080325_183038_filmvideo_kot
Venkovský učitel,80,https://kultura.zpravy.idnes.cz/recenze-venkovsky-ucitel-0yo-/filmvideo.aspx?c=A080315_935127_filmvideo_kot
O rodičích a dětech,60,https://kultura.zpravy.idnes.cz/recenze-filmu-o-rodicich-a-detech-dor-/filmvideo.aspx?c=A080304_165617_filmvideo_jaz
Tahle země není pro starý,80,https://kultura.zpravy.idnes.cz/recenze-tahle-zeme-neni-pro-stary-dq7-/filmvideo.aspx?c=A080223_921137_filmvideo_kot
Nejkrásnější hádanka,70,https://kultura.zpravy.idnes.cz/recenze-nejkrasnejsi-hadanka-djd-/filmvideo.aspx?c=A080219_190844_filmvideo_jaz
Rambo: Do pekla a zpět,50,https://kultura.zpravy.idnes.cz/recenze-filmu-rambo-do-pekla-a-zpet-d5h-/filmvideo.aspx?c=A080216_916555_filmvideo_kot
Lovci pokladů: Kniha tajemství,60,https://kultura.zpravy.idnes.cz/recenze-lovci-pokladu-dil-druhy-a-stejny-sifra-tovaryse-jmenem-cage-1p2-/filmvideo.aspx?c=A080209_912039_filmvideo_kot
Soukromá válka pana Wilsona,70,https://kultura.zpravy.idnes.cz/recenze-filmu-soukroma-valka-pana-wilsona-fij-/filmvideo.aspx?c=A080209_912034_filmvideo_kot
O život,50,https://kultura.zpravy.idnes.cz/recenze-o-zivot-steindler-096-/filmvideo.aspx?c=A080202_907321_filmvideo_kot
Pokání,80,https://kultura.zpravy.idnes.cz/recenze-filmu-pokani-0r3-/filmvideo.aspx?c=A080130_193807_filmvideo_kot
Na vlastní nebezpečí,60,https://kultura.zpravy.idnes.cz/recenze-na-vlastni-nebezpeci-di2-/filmvideo.aspx?c=A080119_897802_filmvideo_kot
"Touha, opatrnost",80,https://kultura.zpravy.idnes.cz/recenze-filmu-touha-opatrnost-dev-/filmvideo.aspx?c=A080112_893257_filmvideo_kot
Východní přísliby,60,https://kultura.zpravy.idnes.cz/recenze-filmu-vychodni-prisliby-doe-/filmvideo.aspx?c=A080112_095151_filmvideo_kot
"Já, legenda",50,https://kultura.zpravy.idnes.cz/recenze-filmu-ja-legenda-0wa-/filmvideo.aspx?c=A080109_184702_filmvideo_ob
Americký gangster,70,https://kultura.zpravy.idnes.cz/recenze-filmu-americky-gangster-dam-/filmvideo.aspx?c=A080105_888500_filmvideo_kot
Říše hraček,40,https://kultura.zpravy.idnes.cz/recenze-filmu-rise-hracek-0yg-/filmvideo.aspx?c=A071231_885612_filmvideo_kot
Pan Včelka,60,https://kultura.zpravy.idnes.cz/recenze-filmu-pan-vcelka-08g-/filmvideo.aspx?c=A071206_180353_filmvideo_kot
Holka na hlídání,50,https://kultura.zpravy.idnes.cz/holka-na-hlidani-spise-kazatelka-dal-/filmvideo.aspx?c=A071205_192145_filmvideo_kot
Václav,70,https://kultura.zpravy.idnes.cz/recenze-filmu-vaclav-0r2-/filmvideo.aspx?c=A071203_183406_filmvideo_ob
Chyťte doktora,50,https://kultura.zpravy.idnes.cz/recenze-filmu-chytte-doktora-djd-/filmvideo.aspx?c=A071123_151740_filmvideo_kot
Královna Alžběta: Zlatý věk,40,https://kultura.zpravy.idnes.cz/recenze-filmu-kralovna-alzbeta-zlaty-vek-fp4-/filmvideo.aspx?c=A071120_174343_filmvideo_ob
Invaze,40,https://kultura.zpravy.idnes.cz/recenze-filmu-invaze-nicole-kidman-daniel-craig-fr3-/filmvideo.aspx?c=A071026_213653_filmvideo_off
Mé druhé já,70,https://kultura.zpravy.idnes.cz/recenze-me-druhe-ja-0a1-/filmvideo.aspx?c=A071018_093458_filmvideo_kot
